评价类型,消费者,rating_raw,review_text,store_name,review_date,评价展示平台,商家回应,回应&盖楼内容,rating_label,senti_score,senti_label,key_topics,store_id
团购评价,tiramisu0524,5.0,"[米饭]口味：每道菜味道都非常好，非常惊喜

[薄荷]环境：环境很好，装修好看，这里生意特别好，靠窗位子需要提前预约才行

[服务铃]服务：这里的服务员也太太太热情了，必须给大好评",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:21:34】商家:亲爱的顾客，非常感谢您的好评！😊 您的满意是我们最大的动力，听到您喜欢我们的菜品和环境，我们特别开心！我们会继续努力，为您提供更好的服务。期待您下次再来，祝您生活愉快！✨
",好评,0.9857,正面,"[""每道菜"", ""才行"", ""服务"", ""靠窗"", ""环境""]",1539873707
打卡评价,superwan,4.5,"很适合朋友小聚哦
土豆排骨很酥 推荐
白天的话落地窗外面就是郁郁葱葱的 很舒适",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:21:42】商家:非常感谢您的好评！😊 很高兴您喜欢我们的土豆排骨和落地窗的美景，这些都是我们精心准备的。期待您和朋友们的下次小聚，我们会继续努力，为您提供更好的体验！🍽️ 欢迎常来哦！
",好评,0.9959,正面,"[""小聚"", ""落地窗"", ""排骨"", ""郁郁葱葱"", ""土豆""]",1539873707
门店评价,稳稳_sour,5.0,位置很好找 菜品味道还不错。[笑脸],流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:21:52】商家:感谢您的好评！😊 很高兴听到您喜欢我们的菜品和位置。我们会继续努力，为您提供更好的美食体验。期待您的再次光临，祝您生活愉快！
",好评,0.9922,正面,"[""好找"", ""菜品"", ""笑脸"", ""味道"", ""不错""]",1539873707
团购评价,刚兮兮,5.0,"服务超好，点赞
非常热闹的馆子，最好预定前往
菜口味也不错，推荐
停车也方便，但建议绿色出行，可以喝点小酒～",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:22:00】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的服务和菜品感到满意，也感谢您推荐我们。我们将继续保持高质量的服务和菜品，期待您再次光临，享受更多美味！
",好评,0.9964,正面,"[""超好"", ""点赞"", ""小酒"", ""馆子"", ""喝点""]",1539873707
其他评价,花海里的茶蘼少年,5.0,东西好吃，服务态度好，环境优美，值得尝试,流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:22:09】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的菜品和服务感到满意，我们非常荣幸。我们将继续保持高质量的服务和环境，期待再次为您提供美好的用餐体验！
",好评,0.9784,正面,"[""服务态度"", ""环境优美"", ""好吃"", ""尝试"", ""值得""]",1539873707
门店评价,大杯多冰,5.0,"可以提前预定的小酒馆
菜品食材非常新鲜好吃，下次还来",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:22:17】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，我们会继续努力，为您提供更优质的服务和美味的菜品。期待您下次再来，祝您生活愉快！🍻
",好评,0.1514,负面,"[""食材"", ""小酒馆"", ""菜品"", ""还来"", ""下次""]",1539873707
打卡评价,Gan榄,4.5,"一进店就是琳琅满目的杯子，都很好看，这边还能自己DIY画杯子。
菜味道不错
「本帮低温虾」有点捞汁小甜虾的感觉 酱汁很好吃
「沙蒜海参豆面」个人感觉胡椒粉味重了一点点其他还不错
「小土豆烧仔排」排骨很嫩，味道很好
「芝士红薯烤年糕」最好吃就是这个了，糯米脑袋必点

[薄荷]环境：有点嘈杂，介意的话要慎重",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:22:31】商家:非常感谢您的详细评价！😊 很高兴您喜欢我们的DIY画杯子和菜品，特别是「芝士红薯烤年糕」，这可是我们的招牌哦！关于环境有点嘈杂的问题，我们会努力改进，希望下次能给您更好的体验。期待您的再次光临！
【2025-05-28 11:32:14】点小评:杯子DIY，美食加创意，流杯酒肆的芝士红薯烤年糕，糯米脑袋的幸福选择！
",好评,0.0003,负面,"[""杯子"", ""好吃"", ""味道"", ""小土豆"", ""芝士""]",1539873707
打卡评价,困惑的薏大宝,4.5,"环境比较休骇，很适合周末喝酒小聚～有窗景位也有吧台位，可以提前三天预订（电话），才知道是大众点评上木有预约通道[尴尬][尴尬][尴尬]
拔草了几个菜，每道都不错
「沙蒜海参豆面」汤汁很浓稠，蛏子很新鲜，好吃
「小土豆烧仔排」排骨挺嫩，入味，6块很敦实
「本帮低温虾」类似甜虾，很喜欢，不过是中式葱姜蒜口味的甜虾[惊叹]
「芝士红薯烤年糕」趁热吃很不错啊，软软糯糯口感好，中间满满都是红薯芝士流心，一边罪恶一边大口吃[狗头]",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:22:57】商家:感谢亲的评价，确认过眼神，您是懂吃的小可爱！我们的沙蒜海参豆面和小土豆烧仔排能得到您的青睐，真是city极了！我们会继续保持，期待您的再次光临，冲鸭！
",好评,0.0,负面,"[""芝士"", ""尴尬"", ""红薯"", ""小土豆"", ""姜蒜""]",1539873707
打卡评价,Katherine,5.0,"很好吃的一家台州菜！味道很好，酒也不错~
「沙蒜海参豆面」豆面是稍微有一点点辣的，味道确实不错，汤汁也很浓郁，下饭！
「本帮低温虾」生腌的虾超级甜，很软糯，味道绝了！
「葱油山东小管」葱油味道很好，而且非常Q弹，有嚼劲，好吃好吃",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:23:04】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的沙蒜海参豆面和本帮低温虾，您的赞美让我们备受鼓舞。我们会继续保持高品质，期待再次为您服务！
【2025-05-25 12:47:52】点小评:沙蒜海参豆面的汤汁浓郁，本帮低温虾的甜软，葱油山东小管的Q弹，每一道菜都让人回味无穷！
",好评,0.0172,负面,"[""味道"", ""好吃"", ""葱油"", ""豆面"", ""不错""]",1539873707
团购评价,m农农m,4.5,味道很好 一直来吃 特别好吃的一家店,流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 20:23:12】商家:亲爱的顾客，非常感谢您的好评！😊 您的满意是我们最大的动力，我们会继续努力，为您提供更好的美食和服务。期待您下次光临，祝您生活愉快！🍲
",好评,0.6177,正面,"[""好吃"", ""味道"", ""一家"", ""特别"", ""一直""]",1539873707
打卡评价,yanqinjoy,5.0,"[米饭]口味：鲜美可口
[薄荷]环境：优美，拍照棒棒滴
[服务铃]服务：特别热情",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 18:11:22】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和环境，并认可我们的热情服务。我们会继续保持，期待再次为您提供美好的用餐体验！
",好评,1.0,正面,"[""棒棒"", ""服务"", ""薄荷"", ""拍照"", ""米饭""]",1539873707
团购评价,匿名用户,5.0,"超出预期 蛮好吃的！酒酒味道也还不错！
最惊艳：葱油小管！好吃！有膏？又嫩超级好吃！
最不好吃：牛尾面，面是面，牛尾是牛尾
别的都还阔以～虾是甜虾的感觉，肉也软了里面的土豆球味道也不错，沙蒜豆面也蛮鲜的，鹅肝那个面包也不错！",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 18:11:15】商家:亲爱的顾客，感谢您的好评！😊 很高兴您喜欢我们的葱油小管和酒酒，听到您对它们的赞美真是太开心了！关于牛尾面，我们会认真考虑您的建议，争取做得更好。虾和土豆球也得到您的认可，真是太棒了！沙蒜豆面和鹅肝面包也让您满意，我们感到非常荣幸。期待您下次再来，祝您生活愉快！🌟
",好评,0.9821,正面,"[""牛尾"", ""好吃"", ""不错"", ""味道"", ""酒酒""]",1539873707
团购评价,FeiCuuuuui,4.5,"很合口味的一家店，主营台州菜。一楼的门店比较小，不太醒目，电梯上到4楼，还是蛮大的。环境不错，也有包厢。我们三人，点了2人套餐外加了几个招牌菜，味道都很棒！带鱼最好评、煎得很很嫩，和海苔一起相得益彰。大黄鱼很入味，搭配的年糕也很软糯。还有海肠捞饭，很鲜美。山东小管量很足，好吃。还有牛肉粒，甜甜的，很符合我的的口味。套餐里的鸡尾酒是随机抽的，挺有意思。
总体这家店得菜很符合我的口味，必须要给好评！扣了半星是因为荔枝冻的杯子有缺口，不注意的话，还是有风险的，希望以后注意硬件维护。对于优秀的餐厅，总是要求更高一些[笑脸][笑脸][笑脸][笑脸][笑脸]「家烧黄鱼配年糕」「葱烤带鱼」「咸蛋黄苹果丝瓜」「葱油山东小管」「荷花荔枝冻」「家烧黄鱼配年糕」「葱烤带鱼」「咸蛋黄苹果丝瓜」「葱油山东小管」",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:02】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的带鱼、大黄鱼和海肠捞饭，您的赞美让我们备受鼓舞。我们会继续保持高质量菜品，并注意硬件维护。期待再次为您服务！
",好评,1.0,正面,"[""笑脸"", ""年糕"", ""带鱼"", ""家烧"", ""葱油""]",1539873707
团购评价,hi_7363,5.0,菜的味道很不错，感觉很新鲜，环境也很不错，酒的好喝。,流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:29】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和新鲜度，也感谢您对我们环境的认可。我们会继续保持高品质，期待再次为您服务！
",好评,0.9865,正面,"[""不错"", ""好喝"", ""味道"", ""新鲜"", ""感觉""]",1539873707
打卡评价,嘟嘟嘟嘟嘟,4.5,"双人套餐完全够两个女生吃了
炒麻糍超级好吃！
服务员态度好好，会耐心推荐",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:09】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的炒麻糍，并且对服务员的态度感到满意。我们将继续保持高质量菜品和优质服务，期待再次为您提供美好的用餐体验！
",好评,0.7488,正面,"[""炒麻"", ""双人"", ""套餐"", ""服务员"", ""女生""]",1539873707
门店评价,噗啊茶,5.0,二刷了 非常好吃！！推荐土豆烧仔排海肠捞饭和上汤白菜,流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:16】商家:亲爱的顾客，您好！感谢您再次光临并给予我们如此高的评价！得知您喜欢我们的土豆烧仔排、海肠捞饭和上汤白菜，我们感到非常荣幸。我们将继续保持高品质，期待再次为您服务！
",好评,0.2766,负面,"[""捞饭"", ""二刷"", ""烧仔"", ""排海肠"", ""白菜""]",1539873707
门店评价,呆_4944,5.0,挺好挺好上汤白菜的汤特别特别好吃,流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:37】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您喜欢我们的上汤白菜，您的肯定让我们备受鼓舞。我们会继续保持高品质，期待再次为您服务！
",好评,0.9847,正面,"[""特别"", ""白菜"", ""好吃""]",1539873707
门店评价,匿名用户,4.0,"环境挺好 服务周到
海鲜的味道不错 但是稍咸了一点
推荐低温虾和葱油小管",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:10:43】商家:亲爱的顾客，您好！感谢您对我们餐厅的好评！很高兴您喜欢我们的环境和海鲜，特别是对低温虾和葱油小管的推荐。我们会继续保持高质量服务，并注意调整海鲜的咸度。期待再次为您提供美好的用餐体验！
",好评,0.8547,正面,"[""服务周到"", ""葱油"", ""小管"", ""海鲜"", ""低温""]",1539873707
门店评价,匿名用户,4.0,"台州菜+小酒馆的组合
低温虾和小管的调味很好
豆面 带鱼 麻糍 味道不错 稍咸一点
店内的环境可以 但楼层的卫生间",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:11:12】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的低温虾、小管和豆面等菜品。对于您提到的卫生间问题，我们会尽快改进。期待您再次光临，享受更多美味！
",好评,0.0175,负面,"[""小管"", ""店内"", ""豆面"", ""小酒馆"", ""楼层""]",1539873707
团购评价,家有西西宝贝儿,5.0,"朋友聚餐，选到了这里，还好有小伙伴先来排队，有点火爆啦！
「海蜇」强推！必吃榜1！密集型的海蜇花，酸甜辣正正好好的口感，怒吃两盘
「猪油渣菜尖」普普通通的一道菜也很惊艳！不是锅气但因为猪油渣香到不行
「沙蒜蛏子豆面」台州菜的台面，很香
「本帮低温虾」套餐里的意外收获，甜虾入味香甜
「台州酱椒碟鱼头」有些许鸦片鱼头的口感，下次试试带鱼
总体来说晚上过来喝喝小酒，尝尝小菜是个很不错的地方[色]",流杯酒肆·台州Bistro,2025-05-24,点评,是,"【2025-05-24 16:11:01】商家:亲爱的顾客，感谢您选择我们的小店，并分享这么棒的用餐体验！😊 很高兴您喜欢我们的海蜇、猪油渣菜尖、沙蒜蛏子豆面、本帮低温虾和台州酱椒碟鱼头。我们会继续努力，为您提供更优质的服务和美味的菜品。期待您下次再来，一起喝喝小酒，尝尝小菜！🍻 祝您生活愉快！
",好评,0.7305,正面,"[""猪油"", ""海蜇"", ""鱼头"", ""口感"", ""台州""]",1539873707
门店评价,Zz1028523,5.0,小土豆烧仔排 肉质嫩滑酱汁浓郁； 沙蒜海参豆面 汤汁鲜美； 本帮低温虾虾肉鲜甜紧实，搭配特制酱汁开胃。餐厅环境氛围感十足，灯光温馨，适合聚会和拍照。位置好找，电梯直达四楼，停车方便。酒价格便宜，团购性价比高。,流杯酒肆·台州Bistro,2025-05-23,点评,是,"【2025-05-23 21:50:16】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，听到您喜欢我们的菜品和环境，我们真的很开心！我们会继续努力，为您提供更好的服务和美食。期待您下次再来，祝您生活愉快！🍽️✨
",好评,0.8066,正面,"[""酱汁"", ""小土豆"", ""鲜甜"", ""烧仔排"", ""沙蒜""]",1539873707
打卡评价,wiinter,5.0,"[米饭]口味：很地道
[薄荷]环境：很优美
[服务铃]服务：很到位
[糖果]性价比：good",流杯酒肆·台州Bistro,2025-05-23,点评,是,"【2025-05-23 20:00:00】商家:非常感谢您的好评！😊 您的满意是我们最大的动力，听到您喜欢我们的环境和性价比，我们特别开心！我们会继续努力，为您提供更优质的服务。期待您的再次光临，祝您生活愉快！🍽️
",好评,1.0,正面,"[""good"", ""服务"", ""薄荷"", ""性价比"", ""米饭""]",1539873707
